epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,13492.5,1.78261,1.28536,1.27698,0.71599,0.66035,0.72068,0.35094,1.82378,1.28019,1.31736,0.000577352,0.000577352,0.000577352
33,13807.4,1.7704,1.28079,1.26536,0.74181,0.68457,0.73229,0.347,1.82492,1.26855,1.32493,0.000569106,0.000569106,0.000569106
34,14130.1,1.77213,1.26832,1.26463,0.73478,0.66228,0.7291,0.34474,1.82086,1.25801,1.31832,0.000560859,0.000560859,0.000560859
35,14481.8,1.76518,1.25688,1.26544,0.71838,0.6518,0.70817,0.34287,1.8456,1.27271,1.32827,0.000552612,0.000552612,0.000552612
36,14831,1.75604,1.25293,1.26197,0.7601,0.64295,0.73299,0.35742,1.83214,1.23687,1.32741,0.000544365,0.000544365,0.000544365
37,15173.5,1.7584,1.24301,1.26403,0.7263,0.68883,0.72685,0.34745,1.82982,1.2633,1.3164,0.000536119,0.000536119,0.000536119
38,15506.7,1.75485,1.23616,1.25966,0.7557,0.66159,0.7336,0.35545,1.81619,1.23022,1.31015,0.000527872,0.000527872,0.000527872
39,15839.8,1.75217,1.21982,1.25557,0.78465,0.70125,0.7605,0.36889,1.82869,1.20607,1.30971,0.000519625,0.000519625,0.000519625
40,16170.7,1.7584,1.22807,1.25932,0.79642,0.68944,0.76269,0.36998,1.81344,1.20544,1.30296,0.000511379,0.000511379,0.000511379
41,16503,1.74628,1.20823,1.25958,0.77735,0.66474,0.74224,0.35423,1.82342,1.23044,1.31372,0.000503132,0.000503132,0.000503132
42,16834,1.74765,1.20897,1.2556,0.76511,0.67523,0.75564,0.36176,1.82033,1.20562,1.30536,0.000494885,0.000494885,0.000494885
43,17169.5,1.73378,1.18879,1.24701,0.77263,0.70116,0.75466,0.36493,1.82943,1.20964,1.32366,0.000486639,0.000486639,0.000486639
44,17506.3,1.73537,1.18552,1.24912,0.78692,0.68835,0.75465,0.36627,1.81292,1.20461,1.30506,0.000478392,0.000478392,0.000478392
45,17844.6,1.73587,1.17768,1.25178,0.77796,0.67774,0.75136,0.36474,1.83544,1.21469,1.31847,0.000470145,0.000470145,0.000470145
46,18186.5,1.73296,1.1775,1.24435,0.74951,0.72094,0.7671,0.37415,1.82044,1.17861,1.30983,0.000461898,0.000461898,0.000461898
47,18501.3,1.72801,1.17126,1.25383,0.77428,0.71893,0.77239,0.37697,1.82571,1.18476,1.31744,0.000453652,0.000453652,0.000453652
48,18815.3,1.71759,1.16066,1.23759,0.79094,0.70654,0.7676,0.37664,1.8152,1.18937,1.31081,0.000445405,0.000445405,0.000445405
49,19129.9,1.71807,1.1558,1.24146,0.74003,0.70532,0.75907,0.36909,1.83565,1.18517,1.31909,0.000437158,0.000437158,0.000437158
50,19463.1,1.71089,1.13403,1.23702,0.7849,0.70841,0.77049,0.37676,1.83026,1.18051,1.31645,0.000428912,0.000428912,0.000428912
51,19796.1,1.72429,1.14289,1.24146,0.78552,0.72257,0.77443,0.37419,1.8334,1.17353,1.32042,0.000420665,0.000420665,0.000420665
52,20130,1.70984,1.1409,1.2348,0.80123,0.69164,0.77548,0.37043,1.83488,1.17966,1.3191,0.000412418,0.000412418,0.000412418
53,651.973,1.71373,1.12873,1.23508,0.7658,0.70605,0.77056,0.3816,1.84153,1.17675,1.32673,0.000404172,0.000404172,0.000404172
54,1314.83,1.70276,1.12366,1.23276,0.77755,0.72888,0.7754,0.38001,1.83741,1.17466,1.3213,0.000395925,0.000395925,0.000395925
55,1928.34,1.7057,1.1095,1.23325,0.80431,0.69861,0.77565,0.37789,1.8308,1.15744,1.31536,0.000387678,0.000387678,0.000387678
56,2539.52,1.70035,1.10261,1.23015,0.78777,0.71408,0.77845,0.38397,1.82952,1.16164,1.31645,0.000379431,0.000379431,0.000379431
57,3215.77,1.68609,1.09068,1.22572,0.77462,0.73077,0.7754,0.37878,1.83373,1.15192,1.32239,0.000371185,0.000371185,0.000371185
58,3869.42,1.69116,1.08642,1.22562,0.79047,0.72924,0.77277,0.3744,1.84175,1.14661,1.32641,0.000362938,0.000362938,0.000362938
59,4505.27,1.69155,1.09107,1.22771,0.78306,0.72301,0.77926,0.3802,1.8302,1.14933,1.31566,0.000354691,0.000354691,0.000354691
60,5125.96,1.68461,1.0711,1.2227,0.80846,0.70976,0.78009,0.37817,1.83135,1.14696,1.3158,0.000346445,0.000346445,0.000346445
61,5718.15,1.68208,1.06726,1.2171,0.79217,0.72645,0.77864,0.37685,1.8394,1.13712,1.32089,0.000338198,0.000338198,0.000338198
62,6276.37,1.67901,1.06802,1.22214,0.78507,0.73118,0.77407,0.37805,1.83568,1.14776,1.32134,0.000329951,0.000329951,0.000329951
63,6833.98,1.67855,1.06272,1.21887,0.77938,0.72923,0.77557,0.38261,1.83527,1.13937,1.32053,0.000321705,0.000321705,0.000321705
64,7388.93,1.67096,1.05377,1.21092,0.78298,0.7289,0.77658,0.38086,1.83439,1.13196,1.31572,0.000313458,0.000313458,0.000313458
65,7945.69,1.66228,1.0424,1.21287,0.7833,0.73312,0.78228,0.3831,1.8419,1.12231,1.31918,0.000305211,0.000305211,0.000305211
66,8501.51,1.66382,1.04175,1.21429,0.77223,0.75603,0.78368,0.38375,1.8402,1.12644,1.31844,0.000296964,0.000296964,0.000296964
67,9060.48,1.66443,1.038,1.21189,0.79694,0.7271,0.79371,0.38997,1.84664,1.1161,1.32701,0.000288718,0.000288718,0.000288718
68,9618.88,1.65219,1.0301,1.2026,0.77856,0.75655,0.79139,0.38789,1.84613,1.12683,1.32561,0.000280471,0.000280471,0.000280471
69,10175.4,1.65874,1.02424,1.2069,0.75161,0.76849,0.78588,0.38453,1.8471,1.12434,1.32675,0.000272224,0.000272224,0.000272224
70,10735,1.65051,1.01714,1.2018,0.81269,0.72893,0.78998,0.3892,1.84617,1.11244,1.32632,0.000263978,0.000263978,0.000263978
71,11361.6,1.64929,1.0182,1.20281,0.81866,0.71861,0.78474,0.38542,1.85559,1.11627,1.32769,0.000255731,0.000255731,0.000255731
72,12051.3,1.65037,1.01704,1.20329,0.79836,0.75106,0.78799,0.38526,1.85039,1.11187,1.32714,0.000247484,0.000247484,0.000247484
73,12715.7,1.6427,1.01195,1.20147,0.80885,0.73051,0.79068,0.38815,1.85513,1.11028,1.32819,0.000239238,0.000239238,0.000239238
74,48150.3,1.64096,1.00016,1.1945,0.79965,0.72543,0.79013,0.38342,1.84919,1.10931,1.32569,0.000230991,0.000230991,0.000230991
75,48726.5,1.64463,0.99975,1.198,0.81023,0.73668,0.79736,0.38664,1.85907,1.10611,1.33266,0.000222744,0.000222744,0.000222744
76,49335.3,1.62913,0.98484,1.1946,0.79233,0.75482,0.79565,0.38617,1.85484,1.1061,1.32998,0.000214497,0.000214497,0.000214497
77,49893.8,1.62808,0.99021,1.19562,0.80669,0.74083,0.79215,0.38751,1.85374,1.11047,1.32972,0.000206251,0.000206251,0.000206251
78,50452.1,1.62381,0.97673,1.19161,0.78266,0.74567,0.78682,0.38039,1.86425,1.1052,1.33588,0.000198004,0.000198004,0.000198004
79,51012.5,1.62648,0.97501,1.18963,0.82771,0.72734,0.79927,0.38883,1.86391,1.09694,1.33824,0.000189757,0.000189757,0.000189757
80,51579.4,1.61553,0.97486,1.19228,0.79365,0.75012,0.79476,0.38739,1.86526,1.10872,1.33709,0.000181511,0.000181511,0.000181511
81,52162.2,1.62571,0.9745,1.19422,0.8142,0.7463,0.79511,0.38831,1.86458,1.10399,1.33607,0.000173264,0.000173264,0.000173264
82,52743.6,1.60765,0.95865,1.18222,0.80928,0.73173,0.78629,0.38013,1.86761,1.10076,1.33547,0.000165017,0.000165017,0.000165017
83,53319,1.614,0.95501,1.18468,0.79487,0.75991,0.79699,0.38,1.86892,1.10225,1.33628,0.000156771,0.000156771,0.000156771
84,53877.2,1.60788,0.94997,1.18744,0.80107,0.74605,0.79672,0.38359,1.86882,1.10579,1.33729,0.000148524,0.000148524,0.000148524
85,54436.7,1.6009,0.95117,1.17785,0.7861,0.75468,0.7909,0.3837,1.86847,1.1099,1.33663,0.000140277,0.000140277,0.000140277
86,54999.8,1.60435,0.94004,1.17933,0.83745,0.72806,0.79416,0.38058,1.87649,1.09816,1.3431,0.000132031,0.000132031,0.000132031
87,55568.6,1.59702,0.93524,1.179,0.82732,0.73975,0.79456,0.38271,1.87786,1.10139,1.34051,0.000123784,0.000123784,0.000123784
88,56137.6,1.5863,0.93077,1.17559,0.81776,0.74137,0.79432,0.38384,1.87751,1.10328,1.3429,0.000115537,0.000115537,0.000115537
89,56707.1,1.5903,0.93164,1.17762,0.82512,0.74984,0.79808,0.38405,1.87583,1.09774,1.34015,0.00010729,0.00010729,0.00010729
90,57279.3,1.58771,0.92708,1.17647,0.82538,0.74411,0.79267,0.38644,1.87979,1.09547,1.34688,9.90437e-05,9.90437e-05,9.90437e-05
91,57920.4,1.61289,0.92268,1.19843,0.81782,0.73221,0.78439,0.38113,1.88364,1.10906,1.34954,9.0797e-05,9.0797e-05,9.0797e-05
92,58505.9,1.59739,0.9038,1.19324,0.80403,0.74504,0.79255,0.38448,1.88008,1.10363,1.3452,8.25503e-05,8.25503e-05,8.25503e-05
93,59056.5,1.58372,0.88597,1.18962,0.81329,0.75542,0.79886,0.38474,1.88605,1.09899,1.35196,7.43036e-05,7.43036e-05,7.43036e-05
94,59610,1.58223,0.87826,1.18408,0.80514,0.75712,0.79888,0.38717,1.88169,1.10045,1.34558,6.60569e-05,6.60569e-05,6.60569e-05
95,60164.3,1.57997,0.86989,1.18648,0.81685,0.74915,0.79664,0.38599,1.8834,1.10322,1.34679,5.78102e-05,5.78102e-05,5.78102e-05
96,60759.5,1.57356,0.87674,1.18314,0.8197,0.74488,0.79612,0.38408,1.88712,1.10251,1.34726,4.95635e-05,4.95635e-05,4.95635e-05
97,61315.1,1.57848,0.87201,1.18696,0.8186,0.75778,0.80039,0.3847,1.88662,1.09789,1.348,4.13168e-05,4.13168e-05,4.13168e-05
98,61866.9,1.57397,0.86199,1.18468,0.81222,0.75935,0.80072,0.38409,1.88811,1.09805,1.34991,3.30701e-05,3.30701e-05,3.30701e-05
99,62420.5,1.56568,0.858,1.17947,0.82451,0.74688,0.80005,0.38435,1.88821,1.09969,1.34883,2.48234e-05,2.48234e-05,2.48234e-05
100,63098.4,1.57187,0.86006,1.1838,0.83399,0.74634,0.80276,0.38592,1.88919,1.09958,1.34938,1.65767e-05,1.65767e-05,1.65767e-05
